upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,
850250005016,Dairy,1,529,n,n,Slingshot:Rise: Vanilla,11 fl oz,,n,1,
850250005023,Dairy,1,529,n,n,Slingshot:Rise- P{each,11 fl oz,,n,1,
850250005030,Dairy,1,529,n,n,Slingshot:Rise- Simply Plain,11 fl oz,,n,1,
850250005047,Dairy,1,529,n,n,Slingshot:Rise- Blueberry,11 fl oz,,n,1,
850250005054,Dairy,1,529,n,n,Slingshot:Rise- Powerplant,11 fl oz,,n,1,
850251004001,Food,1,489,n,n,Skinny Pop:Original,4.4 oz,,n,1,
850397004019,Candies/Bars/Gum,1,249,n,n,That's It:Apple +  Pear ,1.2 oz,,n,1,
850397004026,Candies/Bars/Gum,1,249,n,n,That's It:Apple + Apricot ,1.2 oz,,n,1,
850397004071,Candies/Bars/Gum,1,249,n,n,That's It:Apple +  Mango ,1.2 oz,,n,1,
850397004132,Candies/Bars/Gum,1,249,n,n,That's It:Apple +  Blueberry ,1.2 oz,,n,1,
850397004217,Candies/Bars/Gum,1,249,n,n,That's It:Apple +  Strawberry  ,1.2 oz,,n,1,
850446008326,Food,1,339,n,n,Chi kpea Masala,10oz,,n,1,
850446008388,Food,1,359,n,n,Saffron road: Aloo Matar,10oz,,n,1,
850687100049,Food,1,2199,n,n,CA org Extra Virgin Olive oil ,,,n,1,
851035003524,Ice Creams,1,1599,n,n,Mint chip,52.5Oz,,n,1,
851093004044,Food,1,599,n,n,Gimmie Organic:Organic Seaweed- 6 Pack- Teriyaki   ,5gr,,n,1,
851093004068,Food,1,199,n,n,Gimmie Organic:Organic Seaweed- Sea Salt,10gr,,n,1,
851093004075,Food,1,199,n,n,Gimmie Organic:Organic Seaweed- Sesame,10gr,,n,1,
851093004082,Food,1,199,n,n,Gimmie Organic:Organic Seaweed- Wasabi,10gr,,n,1,
851093004099,Food,1,199,n,n,Gimmie Organic:Organic Seaweed- Teriyaki,10gr,,n,1,
851093004198,Food,1,599,n,n,Gimmie Organic:Organic Seaweed- 6 Pack- Sea Salt  ,5gr,,n,1,
851107003001,Kombucha,1,399,n,n, Brew Dr:Clear Mind,14 fl. oz,,n,1,
851107003032,Kombucha,1,399,n,n, Brew Dr:Superberry,14 fl. oz,,n,1,
851107003629,Kombucha,1,399,n,n, Brew Dr:Ginger Turmeric,14 fl. oz,,n,1,
851153004632,Kombucha,1,599,n,n,Better Bch: Ginger,,,n,1,
851532008459,Food,1,519,n,n,Rip Van Minis:Mini Pouch- Dutch Caramel & Vanilla ,3.55oz,,n,1,
851532008466,Food,1,519,n,n,Rip Van Minis:Mini Pouch- Cookies & Cream ,3.55oz,,n,1,
851532008473,Food,1,519,n,n,Rip Van Minis:Mini Pouch- Snickerdoodle ,3.55oz,,n,1,
851587003010,Dairy,1,799,n,n,Org Greek,,,n,1,
851681008058,Candies/Bars/Gum,1,249,n,n,Hi-Chew Straberry,,,n,1,
851681008102,Candies/Bars/Gum,1,249,n,n,Hi-Chew Super Mix,,,n,1,
851681008126,Candies/Bars/Gum,1,249,n,n,Hi chew,,,n,1,
851735006238,Fresh Produce,1,829,n,n,Burma Vegan,,,n,1,
851806000066,Household Essentials,1,269,n,n,"Paper Clips - Silver - 2"""" - 80 Count",,,n,1,
851861006041,Kombucha,1,459,n,n,Health-Ade:Maca Berry,16 fl. oz.,,n,1,
851861006058,Kombucha,1,459,n,n,Health-Ade:Power Greens,16 fl. oz.,,n,1,
851861006065,Kombucha,1,459,n,n,Health-Ade:Bubbly Rose,16 fl. oz.,,n,1,
851861006089,Kombucha,1,459,n,n,Health-Ade:Original,16 fl. oz.,,n,1,
851861006096,Kombucha,1,459,n,n,Health-Ade :Ginger Lemon,16 fl. oz.,,n,1,
851861006102,Kombucha,1,459,n,n,Health-Ade:Cayenne Cleanse,16 fl. oz.,,n,1,
851861006119,Kombucha,1,459,n,n,Health-Ade:Pomegranate,16 fl. oz.,,n,1,
851861006126,Kombucha,1,459,n,n,Health-Ade:Pink Lady Apple,16 fl. oz.,,n,1,
851861006133,Kombucha,1,459,n,n,Health-Ade:Grape,16 fl. oz.,,n,1,
851861006164,Kombucha,1,459,n,n,Health-Ade:Blood Orannge Carrot Ginger,16 fl. oz.,,n,1,
851861006287,Kombucha,1,459,n,n,Health-Ade:Jalapeno Kiwi Cucumber,16 fl. oz.,,n,1,
851861006669,Kombucha,1,459,n,n,Health-Ade:Cherry Berry,16 fl. oz.,,n,1,
851861006713,Kombucha,1,459,n,n,Health-Ade:Tropical Punch,16 fl. oz.,,n,1,
851861006775,Kombucha,1,459,n,n,Health-Ade:Grapefruit,16 fl. oz.,,n,1,
851861006867,Kombucha,1,459,n,n,Health-Ade:Passionfruit Tangerine,16 fl. oz.,,n,1,
852406003747,Chips,1,399,n,n,"Luke organic, kale",5oz,,n,1,
852421006075,Energy,1,315,n,n,Hi ball: Org Blood Orange,,,n,1,
852421006150,Soda,1,320,n,n,HIBALL ENGY RUBY RED,16FO,,n,1,
852421006327,Energy,1,2199,n,n,Hi Ball: grape,8pk,,n,8,
852421006334,Energy,1,2199,n,n,Hi Ball: lemon lime,8pk,,n,8,
852421006341,Soda,1,2199,n,n,Hi Ball Wild berry,8pk,,n,8,
852421006365,Energy,1,2299,n,n,Hi Ball: Vanilla,8pk,,n,8,
852614006486,Dairy,1,299,n,n,Cocojun pure,4 oz,,n,1,
852614006516,Dairy,1,299,n,n,Cocojune lemon,,,n,1,
852614006523,Dairy,1,649,n,n,cocojune Org Van Chamomile,,,n,1,
852614006530,Dairy,1,649,n,n,Cocojune Org Pure Coconut,,,n,1,
852698004187,Soda,1,299,n,n,Found  :Sparkling Water- Watermelon & Basil,11.2oz,,n,1,
852698004200,Soda,1,199,n,n,Found  :Sparkling Water- Still Mineral Water,11.2oz,,n,1,
852698004224,Soda,1,299,n,n,Found  :Sparkling Water- Elderflower,11.2oz,,n,1,
852698004231,Soda,1,299,n,n,Found  :Sparkling Water- Cucumber Mint,11.2oz,,n,1,
852698004255,Soda,1,299,n,n,Found  :Sparkling Water- Lemon,11.2oz,,n,1,
852789008087,Water/Juices,1,199,n,n,Zen water,,,n,2,
852838005418,Ice Creams,1,1199,n,n,Chloeâ€™s Organic Pops ,,,n,1,
852909003282,Dairy,1,529,n,n,Califia Farms:Almond Milk: Vanilla,48 fl. oz.,,n,1,
852909003299,Dairy,1,529,n,n,Califia Farms:Almond Milk: Original,48 fl. oz.,,n,1,
852909003305,Dairy,1,529,n,n,Califia Farms:Almond Milk: Unsweetened,48 fl. oz.,,n,1,
852909003428,Dairy,1,529,n,n,Califia Farms:Almond Milk: Toasted Coconut,48 fl. oz.,,n,1,
852909003497,Dairy,1,659,n,n,Califia Farms:Cold Brew: XX Espresso ,48 oz,,n,1,
852909003503,Dairy,1,659,n,n,Califia Farms:Cold Brew: Mocha,48 oz,,n,1,
852909003534,Dairy,1,389,n,n,Califia Farms:Cold Brew: XX Espresso,10.5 oz,,n,1,
852909003541,Dairy,1,389,n,n,Califia Farms:Cold Brew: Mocha Noir,10.5 oz,,n,1,
852909003695,Dairy,1,529,n,n,Califia Farms:Almond Milk: Unsweetened Vanilla ,48 fl. oz.,,n,1,
852909003770,Dairy,1,429,n,n,Califia Farms:Barista Blend: Almond ,32 oz,,n,1,
852909003817,Dairy,1,729,n,n,Califia Farms:SS Creamer Vanilla w/Coconut,32oz,,n,1,
852909003978,Dairy,1,389,n,n,Califia Farms:Cold Brew: Triple Shot,10.5 oz,,n,1,
853004004037,Water/Juices,1,289,n,n,Core Hydration Water,30.4 oz,,n,2,
853016002083,Food,1,699,n,n,Country Archer:Beef Jerky: Sweet Jalapeno  ,3oz,,n,1,
853016002250,Food,1,699,n,n,Beef Jerky Original,,y,n,1,
853016002281,Food,1,699,n,n,Country Archer:Beef Jerky: Hatch Chile,3oz,,n,1,
853016002403,Food,1,629,n,n,CArch turkey citrus ,,,n,1,
853016002571,Food,1,259,n,n,Country Archer Sticks:Beef Stick: Original,5oz,,n,1,
853016002649,Food,1,259,n,n,Country Archer Sticks:Beef Stick: Jalapeno,5oz,,n,1,
853016002687,Food,1,699,n,n,Archer: Teriyaki,,,n,1,
853016002779,Food,1,649,n,n,country archer beef jerky,3 oz,,n,1,
853016002892,Food,1,699,n,n,Country Archer:Turkey Jerky: Hickory Smoked ,2.75oz,,n,1,
853016002908,Food,1,699,n,n,Beef Jerky Teriyaki,,y,n,1,
853016002915,Food,1,699,n,n,Country Archer:Beef Jerky: Crushed Red Pepper ,3oz,,n,1,
853016002960,Food,1,699,n,n,Country Archer:Beef Jerky: Mango Habanero,3oz,,n,1,
853026005005,Food,1,699,n,n,Maxine's Heavenly  :Cookie Bag - Almond Chocolate Chunk,7.2 oz,,n,1,
853026005029,Food,1,699,n,n,Maxine's Heavenly  :Cookie Bag- Pumpkin Pecan Spice (Seasonal),7.2 oz,,n,1,
853026005036,Food,1,699,n,n,Maxine's Heavenly  :Cookie Bag - Chocolate Chocolate Chunk,7.2 oz,,n,1,
853026005043,Food,1,699,n,n,Maxine's Heavenly  :Cookie Bag - Peanut Butter Chocolate Chunk,7.2 oz,,n,1,
853026005135,Food,1,269,n,n,Maxine's Heavenly  :2Pk- Peanut Butter Chocolate Chunk,1.8 oz,,n,1,
853026005142,Food,1,269,n,n,Maxine's Heavenly  :2Pk - Almond Chocolate Chunk,1.8 oz,,n,1,
853026005159,Food,1,269,n,n,Maxine's Heavenly  :2Pk - Chocolate Chocolate Chunk,1.8 oz,,n,1,
853026005166,Food,1,269,n,n,Maxine's Heavenly  :2Pk- Cinnamon Oatmeal Raisin,1.8 oz,,n,1,
853094004108,Chips,1,649,n,n,Sabor Mexicano:Homemade Corn Tortilla- Thick,12oz,,n,1,
853094004115,Chips,1,649,n,n,Sabor Mexicano:Homemade Corn Tortilla- Unsalted ,12oz,,n,1,
853094004139,Chips,1,649,n,n,Sabor Mexicano:Homemade Corn Tortilla- Blue Corn,12oz,,n,1,
853094004177,Chips,1,649,n,n,Sabor Mexicano:Homemade Corn Tortilla- Original,12oz,,n,1,
853094004191,Chips,1,599,n,n,Blue Corn HM Tortilla,12oz,y,n,1,
853094004337,Chips,1,449,n,n,Sabor Mexicano:Papitas- Chile Lime,6oz,,n,1,
853094004344,Chips,1,440,n,n,Sabor Mexicano:Papitas- Original,6oz,,n,1,
853094004382,Chips,1,449,n,n,Sabor Mexicano:Papitas- Purple Heirloom,6oz,,n,1,
853132007955,Candies/Bars/Gum,1,249,n,n,That's It:Apple +  Date,1.2 oz,,n,1,
853132007962,Candies/Bars/Gum,1,249,n,n,That's It:Apple +  Fig,1.2 oz,,n,1,
853152006068,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Frosted Peanut Butter ,2.46 oz,,n,1,
853152006075,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Frosted Coconut,2.46 oz,,n,1,
853152006129,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Banana Nut Bread ,3 oz,,n,1,
853152006167,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Oatmeal Chocolate Chip,3 oz,,n,1,
853152006648,Candies/Bars/Gum,1,199,n,n,Pro Bar Bite:Org. Chocolate Coconut Almond,1.3 oz,,n,1,
853152006655,Candies/Bars/Gum,1,199,n,n,Pro Bar Bite:Org. Chocolate Mixed Berry,1.3 oz,,n,1,
853152100018,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Original Trail Mix,3 oz,,n,1,
853152100025,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Whole Berry Blast,3 oz,,n,1,
853152100063,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Mocha Almond Fudge,3 oz,,n,1,
853152100070,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Super Food Slam,3 oz,,n,1,
853152100308,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Super Fruit Slam,3 oz,,n,1,
853152100315,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Peanut Butter,3 oz,,n,1,
853152100322,Candies/Bars/Gum,1,349,n,n,Pro Bar Meal:Org. Peanut Butter Chocolate  Chip,3 oz,,n,1,
853152100384,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Mint Chocolate,3 oz,,n,1,
853152100391,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Peanut Butter Chocolate,3 oz,,n,1,
853152100414,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Cookie Dough,3 oz,,n,1,
853152120320,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Coffee Crunch,2.46 oz,,n,1,
853152120344,Candies/Bars/Gum,1,349,n,n,Pro Bar Base:Org. Chocolate Bliss,2.46 oz,,n,1,
853260008008,Food,1,199,n,n,Smart Tart: Protein Toaster Pastry- Blueberry Acai ,1.97 oz,,n,1,
853260008015,Food,1,199,n,n,Smart Tart: Protein Toaster Pastry- Strawberry Chia,1.97 oz,,n,1,
853260008039,Food,1,199,n,n,Smart Tart: Protein Toaster Pastry- Cinnamon Twist,1.97 oz,,n,1,
853289001608,Dairy,1,549,n,n,dippin dots cookie dough,,,n,1,
853289001615,Dairy,1,549,n,n,dippin dots,,,n,1,
853289001646,Dairy,1,549,n,n,Dippin dots rainbow,,,n,1,
853311003006,Kombucha,1,389,n,n,Kevita Probiotic:Organic Lemon Ginger,15.2 fl. oz.,,n,1,
853311003044,Kombucha,1,389,n,n,Kevita Probiotic:Organic Mango Coconut ,15.2 fl. oz.,,n,1,
853311003051,Kombucha,1,389,n,n,Kevita Probiotic:Organic Strawberry Acai Coconut,15.2 fl. oz.,,n,1,
853311003068,Kombucha,1,389,n,n,Kevita Probiotic:Organic Pomegranate,15.2 fl. oz.,,n,1,
853311003297,Kombucha,1,389,n,n,Kevita Probiotic:Organic Mojita Lime Mint Coconut     ,15.2 fl. oz.,,n,1,
853311003303,Kombucha,1,389,n,n,Kevita Probiotic:Organic Lemon Cayenne,15.2 fl. oz.,,n,1,
853311003341,Kombucha,1,389,n,n,Kevita Probiotic:Organic Tangerine,15.2 fl. oz.,,n,1,
853311003358,Kombucha,1,389,n,n,Kevita Probiotic:Organic Blueberry Cherry,15.2 fl. oz.,,n,1,
853311003570,Kombucha,1,389,n,n,Kevita Probiotic:Organic Tonic: Turmeric Ginger,15.2 fl. oz.,,n,1,
853311003587,Kombucha,1,399,n,n,Kevita Masterbrew:Organic Ginger,15.2 fl. oz.,,n,1,
853311003594,Kombucha,1,389,n,n,Kevita Masterbrew:Organic Grapefruit,15.2 fl. oz.,,n,1,
853311003600,Kombucha,1,399,n,n,Kevita Masterbrew:Organic Pineapple Peach ,15.2 fl. oz.,,n,1,
853311003617,Kombucha,1,389,n,n,Kevita Masterbrew:Organic Tart Cherry ,15.2 fl. oz.,,n,1,
853311003624,Kombucha,1,399,n,n,Kevita Masterbrew:Organic Raspberry Lemon,15.2 fl. oz.,,n,1,
853311003655,Kombucha,1,389,n,n,Kevita Masterbrew:Organic Lavender,15.2 fl. oz.,,n,1,
853311003679,Kombucha,1,389,n,n,Kevita Probiotic:Organic Tonic: Meyer Lemon,15.2 fl. oz.,,n,1,
853311003754,Kombucha,1,389,n,n,Kevita Probiotic:Organic Ginger,15.2 fl. oz.,,n,1,
853311003808,Kombucha,1,399,n,n,Kevita Masterbrew:Organic Dragonfruit Lemongrass,15.2 fl. oz.,,n,1,
853311003877,Kombucha,1,389,n,n,Kevita Probiotic:Organic Tonic: Ginseng Mandarin,15.2 fl. oz.,,n,1,
853311003891,Kombucha,1,389,n,n,Kevita Probiotic:Organic Tonic: Elderberry,15.2 fl. oz.,,n,1,
853551000629,Food,1,499,n,n,Jake's chipotle rub,5oz,,n,1,
853585008189,Teas/coffees,1,299,n,n,Hi-Ball Coffee,11 FL oz,,n,1,
853585008196,Teas/coffees,1,299,n,n,Hi ball: coffee,11oz,,n,1,
853585008424,Energy,1,320,n,n,Hi ball: Watermelon,16oz,,n,1,
853585008455,Energy,1,2299,n,n,Hi Balll Watermelon Mint 8pk,,,n,8,
853665005091,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Everything ,5.5 oz,,n,1,
853665005107,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Seaweed & Black Sesame,5.5 oz,,n,1,
853665005114,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Basil & Garlic ,5.5 oz,,n,1,
853665005121,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Chia & Hemp ,5.5 oz,,n,1,
853665005541,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Rosemary,5.5 oz,,n,1,
853665005565,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Lemon Dill,5.5 oz,,n,1,
853665005572,Food,1,599,n,n,Mary's Gone Crackers:Superseed- Chili Lime,5.5 oz,,n,1,
853883003008,Water/Juices,1,295,n,n,C2O:Pure Coconut Water,17.5 fl. oz.,,n,1,
853883003022,Water/Juices,1,295,n,n,C2O:Pure Coconut Water w/ Pulp,17.5 fl. oz.,,n,1,
853883003435,Water/Juices,1,295,n,n,C2o coconutwater withpineapple,,,n,1,
853883003848,Water/Juices,1,295,n,n,C2O cocunut water 17.5oz,17.5oz,,n,1,
854004006014,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Elderberry Defense,12 fl. oz.,,n,1,
854004006021,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Turmeric Radiance,12 fl. oz.,,n,1,
854004006038,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Green Minerals,12 fl. oz.,,n,1,
854004006052,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Honey Rose,12 fl. oz.,,n,1,
854004006120,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Hawaiian Ginger ,12 fl. oz.,,n,1,
854004006175,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Lavender Bliss ,12 fl. oz.,,n,1,
854004006199,Kombucha,1,419,n,n,Goldthread:Plant Based Tonic- Japanese Matcha,12 fl. oz.,,n,1,
854125003039,Water/Juices,1,959,n,n,Tres Agaves Margarita Mix Organic,1 L,,n,2,
854125003220,Water/Juices,1,959,n,n,Tres Agaves Org. Straberry Mar mix,"=""0""",,n,2,
854287002598,Food,1,249,n,n,Wow Baking:Oregon Oatmeal,2.75 oz,,n,1,
854287002697,Food,1,249,n,n,Wow Baking:Chocolate Chip,2.75 oz,,n,1,
854287002895,Food,1,249,n,n,Wow Baking:Peanut Butter,2.75 oz,,n,1,
854442007062,Dairy,1,319,n,n,Alexa Chocolate milk,120z,,n,1,
854442007284,Food,1,499,n,n,Alex Farms: Org. Jumbo Egg 6pk,,,n,1,
854505006315,Soda,1,749,n,n,NY Seltzer: Black Cherry,4 pk,,n,4,
854505006360,Soda,1,749,n,n,Ny seltzer vanilla,,,n,4,
854574003581,Food,1,2199,n,n,Tender Belly Sausage ,,,n,1,
854837006755,Food,1,259,n,n,Country Archer Sticks:Pork Stick: Pineapple Pork,5oz,,n,1,
854837006779,Food,1,259,n,n,Country Archer Sticks:Turkey Stick: Hatch Chile,5oz,,n,1,
854837006991,Food,1,699,n,n,ContryArcher: Hatch chile,,,n,1,
855004005083,Teas/coffees,1,449,n,n,Blue Bottle offee,8oz,,n,1,
855097002167,Dairy,1,749,n,n,GT Coco Yo:Coconut Yogurt Vanilla,8 oz,,n,1,
855097002440,Dairy,1,749,n,n,GT Coco Yo:Coconut Yogurt Raspberry,8 oz,,n,1,
855097002808,Kombucha,1,499,n,n,GT:Pure,8 oz.,,n,1,
855186006205,Teas/coffees,1,544,n,n,STUMPTOWN COFFEE NITRO,10.3FO,,n,1,
855186006489,Teas/coffees,1,544,n,n,Stumpyown Coffee Nitro Hair Bender ,,,n,1,
855188003004,Food,1,629,n,n,Justin's:Classic Peanut Butter in Jar,16 oz,,n,1,
855188003578,Candies/Bars/Gum,1,229,n,n,Justin's:Org. White Chocolate  Peanut Butter Cups,1.4 oz,,n,1,
855235002011,Soda,1,294,n,n,Bruce Cost Ginger Ale Original,12 Oz,,n,1,
855235002028,Soda,1,259,n,n,Bruce Cost Ginger Ale Jasmine Tea,12 Oz,,n,1,
855235002035,Soda,1,294,n,n,Brce Cst Ginger Ale Pomegranate,12 Oz,,n,1,
855235002042,Soda,1,294,n,n,Brce Cst Ginger Ale Passion Fruit,12 Oz,,n,1,
855235002059,Soda,1,294,n,n,BRCE: Blood Orange,12oz,,n,1,
855235002110,Soda,1,979,n,n,BRCE CST ORIGINAL,4PK,,n,4,
855235002127,Soda,1,979,n,n,BRCE CST JASMINE TEA,4PK,,n,4,
855235002134,Soda,1,979,n,n,BRCE CST PMEGRANATE,4PK,,n,4,
855235002141,Soda,1,979,n,n,BRCE CST PSSON FRUIT,4PK,,n,4,
855235002158,Soda,1,979,n,n,BRCE CST BLD ORANGE,4PK,,n,4,
855250005059,Chips,1,449,n,n,Popsalto Popcorn-Southern Pecan,6oz,,n,1,
855250005066,Chips,1,449,n,n,Popsalto Popcorn -Brazillian Cashew,6oz,,n,1,
855463005327,Food,1,389,n,n,Gimmie Organic:Almond Sesame Seaweed Thins,.077oz,,n,1,
855469006670,Food,1,399,n,n,Lesser,,,n,1,
855569003029,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org. Peanut Butter  ,2.5 oz,,n,1,
855569110505,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org.  Coconut Peanut Butter,2.5 oz,,n,1,
855569110604,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org. Dark Choc. Chip Peanut Butter w/ Sea Salt,2.5 oz,,n,1,
855569110802,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org. Chocolate Walnut Brownie,2.5 oz,,n,1,
855569210106,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org.  Almond Butter  ,2.3 oz,,n,1,
855569210205,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org.  Dark Chocolate Almond,2.5 oz,,n,1,
855569210403,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org.  Blueberry Cashew,2.5 oz,,n,1,
855569210502,Candies/Bars/Gum,1,349,n,n,Perfect Bar:Org.  Mocha Chip,2.5 oz,,n,1,
855569211301,Candies/Bars/Gum,1,499,n,n,Perfect Bar Cups:Org.  Peanut Butter Snacking Cups,4.23 oz,,n,1,
855569211400,Candies/Bars/Gum,1,499,n,n,Perfect Bar Cups:Org.  Cchoc. Chip Peanut Butter Snacking Cups,4.23 oz,,n,1,
855994004516,Teas/coffees,1,989,n,n,Secr Squirrel cold brew 3X,,,n,2,
856006003299,Household Essentials,1,299,n,n,Steno Book,,,n,1,
856023000813,Health & Wellness,1,399,n,n,Sunscreen lotion,3.5 oz,,n,1,
856185000010,Food,1,542,n,n,Kaymak:Gaimer Cream Spread,8oz,,n,1,
856282003013,Food,1,209,n,n,Rip Van Wafels:Dutch Caramel & Vanilla,1.16 oz,,n,1,
856282003877,Food,1,209,n,n,Rip Van Wafels:Cookies & Cream,1.16 oz,,n,1,
856544008220,Soda,1,849,n,n,Q light Tonic Water lt 4pk,6.7oz,,n,4,
857040004068,Food,1,399,n,n,Laiki :Black Rice w/ Vegan Cheddar,3.5oz,,n,1,
857040004136,Food,1,189,n,n,Laiki :Red Rice Crackers,0.74oz,,n,1,
857040004143,Food,1,189,n,n,Laiki :Black Rice Crackers,0.74oz,,n,1,
857040004167,Food,1,399,n,n,Laiki :Black Rice Crackers,3.5oz,,n,1,
857040004174,Food,1,399,n,n,Laiki :Red Rice Crakcers,3.5oz,,n,1,
857040004204,Food,1,399,n,n,Laiki :Red Rice w/ Cracked Black Pepper,3.5oz,,n,1,
857106006036,Water/Juices,1,269,n,n,Obrigad: Mango Coconut Water,13.5oz,,n,1,
857106006081,Water/Juices,1,269,n,n,Obrigad: Pnpl Coconut water,13.5Oz,,n,1,
857161008280,Kombucha,1,399,n,n, Brew Dr:Uplift,14 fl. oz,,n,1,
857273008666,Food,1,3999,n,n,Vital Proteins Unflavored,1.5lb,,n,1,
857290005051,Food,1,199,n,n,Belgian Boys Choco Stroopwafel,42.5g,,n,1,
857290005068,Food,1,199,n,n,Belgian Boys Stoopwafel,2 ct,,n,1,
857416006245,Water/Juices,1,159,n,n,Alkaline Water,591ml,,n,1,
857471006129,Kombucha,1,399,n,n,Nova:Mango Pineapple,16oz,,n,1,
857554005971,Dairy,1,1049,n,n,Vegan Butter,,,n,1,
857563006006,Water/Juices,1,495,n,n,Taste Nirvana:Tetra Pack Taste Nirvana ,33.8 fl oz.,,n,1,
857563006082,Water/Juices,1,489,n,n,Villager Goods:Organic Coconut Water ,1 Liter,,n,2,
857563006242,Water/Juices,1,229,n,n,Villager Goods:Alkaline Water ,1 Liter ,,n,2,
857682003009,Food,1,499,n,n,Barnana Bites:Original,100gr,,n,1,
857682003016,Food,1,499,n,n,Barnana Bites:Dark Chocolate,100gr,,n,1,
857682003047,Food,1,499,n,n,Barnana Bites:Coconut,100gr,,n,1,
857682003443,Food,1,499,n,n,Barnana Bites:Peanut Butter,100gr,,n,1,
857682003863,Food,1,499,n,n,Barnana Plantain:Himalayan Pink Sea Salt,5 oz,,n,1,
857682003870,Food,1,499,n,n,Barnana Plantain:Sea Salt & Vinegar,5 oz,,n,1,
857682003887,Food,1,499,n,n,Barnana Plantain:Acapulco Lime,5 oz,,n,1,
857682003894,Food,1,499,n,n,Barnana Plantain:Brazilian Barbecue ,5 oz,,n,1,
857755004728,Soda,1,189,n,n,New York Seltzer,"=""1""",,n,1,
857777004195,Candies/Bars/Gum,1,329,n,n,RXBAR PROTEIN BAR BLUEBERRY 1.83OZ,EA,,n,1,
857777004201,Candies/Bars/Gum,1,339,n,n,Rxbar: Peanut Butter,1.83oz,y,n,1,
857777004218,Candies/Bars/Gum,1,329,n,n,Rx Bar,,,n,1,
857777004232,Candies/Bars/Gum,1,329,n,n,RXBAR Chocolate S.S 1.83oz,1.84oz,y,n,1,
857777004331,Candies/Bars/Gum,1,339,n,n,RX Mint Chocolate,,,n,1,
857777004416,Candies/Bars/Gum,1,329,n,n,RX Bar: Maple Sea Salt,"=""1.38""",y,n,1,
857777004676,Candies/Bars/Gum,1,329,n,n,RxBar: Mix Berry,1.83foz,y,n,1,
857777004683,Candies/Bars/Gum,1,339,n,n,RXBAR P.B Chocolate,1.83oz,y,n,1,
857777004690,Candies/Bars/Gum,1,329,n,n,Rx chocolate,,,n,1,
857929003038,Food,1,249,n,n,Wow Baking:Chocolate Brownie,2.75 oz,,n,1,
857983004736,Candies/Bars/Gum,1,139,n,n,HI CHEW Kiwi,1 76 oz,,n,1,
858089003104,Dairy,1,659,n,n,HALO TOP MINT CHIP PINT,CS8,,n,1,
858089003227,Dairy,1,659,n,n,HALO TOP PNUT BTR CUP PIN,CS8,,n,1,
858089003821,Dairy,1,649,n,n,Halo Top,,,n,1,
858148003076,Teas/coffees,1,429,n,n,REBBL:Herbal Elixir- Org. Ashwagandha Chai,12 fl. oz.,,n,1,
858148003083,Teas/coffees,1,429,n,n,REBBL:Herbal Elixir- Org. Maca Mocha (Coffee Free),12 fl. oz.,,n,1,
858148003090,Teas/coffees,1,429,n,n,REBBL:Herbal Elixir- Org. Reishi Chocolate,12 fl. oz.,,n,1,
858148003106,Teas/coffees,1,429,n,n,REBBL:Herbal Elixir- Org. Matcha Latte,12 fl. oz.,,n,1,
858148003113,Teas/coffees,1,429,n,n,REBBL:Herbal Elixir- Org. Turmeric Golden Milk,12 fl. oz.,,n,1,
858148003137,Teas/coffees,1,429,n,n,REBBL:Herbal Elixir- Org. Maca Cold Brew (Coffee),12 fl. oz.,,n,1,
